video,frame,f1x1,f1y1,f1x2,f1y2,f2x1,f2y1,f2x2,f2y2
task_kam4_gh069681,13490,823,390,1005,833,1041,395,1313,926
task_kam4_gh069681,13491,818,387,1008,833,1000,394,1297,924
task_kam4_gh069681,13492,808,389,1015,840,986,390,1275,922
task_kam4_gh069681,13493,805,391,1012,840,1041,410,1260,921
task_kam4_gh069681,13494,803,393,1011,831,1006,402,1253,920
task_kam4_gh069681,13495,1022,403,1232,932,801,380,1011,829
task_kam4_gh069681,13517,817,383,951,799,878,402,1078,828
task_kam4_gh069681,13518,816,385,948,799,874,411,1062,835
task_kam4_gh069681,13519,816,385,942,798,874,391,1055,829
task_kam4_gh069681,13520,818,387,936,793,863,415,1053,832
task_kam4_gh069681,13587,951,421,1119,804,1096,470,1271,774
task_kam4_gh069681,13588,952,433,1125,806,1096,474,1266,774
task_kam4_gh069681,13611,940,397,1206,790,1051,395,1208,775
task_kam4_gh069681,13612,940,397,1204,787,1048,397,1207,774
task_kam4_gh069681,13613,942,396,1201,782,1046,397,1203,771
task_kam4_gh069681,13614,945,397,1192,780,1048,397,1200,767
task_kam4_gh069681,13615,949,396,1180,781,1050,398,1199,767
task_kam4_gh069681,13616,952,396,1160,780,1045,381,1199,766
task_kam4_gh069681,13617,952,394,1152,779,1048,375,1201,764
task_kam4_gh069681,13618,952,391,1142,778,1049,398,1205,764
task_kam4_gh069681,13619,954,385,1137,781,1045,393,1206,764
task_kam4_gh069681,13620,951,387,1142,779,1049,401,1210,762
task_kam4_gh069681,13621,952,389,1156,779,1053,390,1210,762
task_kam4_gh069681,13626,953,391,1141,779,1097,405,1221,749
task_kam4_gh069681,13627,955,386,1129,779,1107,405,1220,745
task_kam4_gh069681,13628,956,385,1105,776,1112,403,1232,762
task_kam4_gh069681,13629,957,385,1104,775,1115,400,1239,766
task_kam4_gh069681,13630,959,381,1106,771,1118,396,1235,765
task_kam4_gh069681,13631,959,381,1105,764,1124,400,1232,765
task_kam4_gh069681,13632,956,380,1104,761,1132,389,1247,768
task_kam4_gh069681,13748,758,400,900,797,852,391,1214,812
task_kam2_gh108416,76,959,448,1178,834,690,435,962,1079
task_kam2_gh108416,78,943,452,1174,830,695,425,935,1003
task_kam2_gh108416,79,934,450,1172,827,691,422,938,1045
task_kam2_gh108416,80,933,454,1169,825,686,442,942,1080
task_kam2_gh108416,81,889,454,1165,824,630,446,908,1080
task_kam2_gh108416,82,921,449,1158,821,634,464,896,1080
task_kam2_gh108416,83,902,448,1155,820,627,467,874,1080
task_kam2_gh108416,253,692,461,875,776,518,459,676,846
task_kam2_gh108416,321,791,456,995,796,971,382,1221,843
task_kam2_gh108416,324,977,404,1209,824,788,463,1016,800
task_kam2_gh108416,325,977,373,1209,834,789,455,1027,806
task_kam2_gh108416,326,972,372,1203,820,784,449,1038,811
task_kam2_gh108416,327,972,367,1200,807,783,457,1044,811
task_kam2_gh108416,395,663,416,800,752,1290,698,1814,1080
task_kam2_gh108416,421,1381,674,1920,1080,1306,779,1569,1077
task_kam2_gh108416,423,1315,681,1919,1080,1305,692,1848,1080
task_kam2_gh108416,425,1464,695,1918,1080,1286,757,1593,1078
task_kam2_gh108416,426,1450,697,1920,1080,1295,776,1605,1078
task_kam2_gh108416,427,1443,691,1920,1080,1281,761,1631,1079
task_kam2_gh108416,488,686,450,809,846,689,474,912,819
task_kam2_gh108416,490,685,455,797,847,692,476,920,831
task_kam2_gh108416,491,691,464,795,842,715,477,927,833
task_kam2_gh108416,492,692,459,797,847,707,447,932,837
task_kam2_gh108416,584,650,494,844,1036,839,453,997,804
task_kam2_gh108416,585,646,503,839,1028,833,459,997,805
task_kam2_gh108416,586,635,512,823,1023,833,455,1001,807
task_kam2_gh108416,587,626,510,816,1017,844,449,1002,804
task_kam2_gh108416,598,516,454,742,921,740,438,961,808
task_kam2_gh108416,599,497,449,735,896,803,449,962,806
task_kam2_gh108416,600,841,454,960,804,486,437,740,884
task_kam2_gh108416,601,837,452,962,805,478,433,726,876
task_kam2_gh108416,602,834,450,963,802,485,453,715,863
task_kam2_gh108416,603,821,440,957,801,463,466,708,868
task_kam2_gh108416,604,820,432,955,806,463,440,717,868
task_kam2_gh108416,728,558,439,757,759,542,435,749,751
task_kam2_gh108416,757,569,420,761,751,520,432,622,726
task_kam2_gh108416,758,560,421,757,751,532,419,628,725
task_kam2_gh108416,759,554,426,756,750,522,417,630,734
task_kam2_gh108416,823,607,426,701,764,722,354,862,692
task_kam2_gh108416,824,724,352,869,699,605,433,703,765
task_kam2_gh108416,825,606,428,703,765,732,308,869,699
task_kam2_gh108416,826,609,438,711,765,726,309,869,697
task_kam2_gh108416,827,715,309,867,698,616,425,735,767
task_kam2_gh108416,882,861,438,963,698,865,426,1008,680
task_kam2_gh108416,883,863,440,973,698,862,423,1012,674
task_kam2_gh108416,884,867,427,987,691,868,430,1016,681
task_kam2_gh108416,1125,756,410,930,773,744,417,899,785
task_kam2_gh108416,1126,762,404,929,775,743,410,897,783
task_kam2_gh108416,1127,764,405,932,777,744,407,902,784
task_kam2_gh108416,1128,740,411,916,782,765,404,933,777
task_kam2_gh108416,1129,741,411,893,783,761,404,935,781
task_kam2_gh108416,1805,590,440,817,826,459,451,666,800
task_kam2_gh108416,1806,590,444,813,830,465,458,667,792
task_kam2_gh108416,1929,538,422,652,772,612,418,705,728
task_kam2_gh108416,1930,540,423,654,780,618,431,711,721
task_kam2_gh108416,1931,540,423,655,794,629,430,708,723
task_kam2_gh108416,1941,559,424,658,782,664,430,758,702
task_kam2_gh108416,1994,749,410,880,695,846,418,1057,702
task_kam2_gh108416,1995,756,417,875,695,880,425,1057,702
task_kam2_gh108416,1997,766,413,915,699,896,391,1061,698
task_kam2_gh108416,1998,772,412,872,699,768,326,879,697
task_kam2_gh108416,2125,614,434,744,811,409,455,558,867
task_kam2_gh108416,2150,616,442,746,818,369,436,535,902
task_kam2_gh108416,2151,609,409,748,818,362,437,522,957
task_kam2_gh108416,2152,601,409,750,817,362,442,513,825
task_kam2_gh108416,2153,597,408,747,816,357,442,512,789
task_kam2_gh108416,2155,584,412,753,816,354,439,512,823
task_kam2_gh108416,2352,578,448,829,1076,847,428,1016,812
task_kam2_gh108416,2354,573,443,805,1080,853,431,1011,813
task_kam2_gh108416,2355,849,431,1009,810,568,440,803,1080
task_kam2_gh108416,2377,822,424,966,814,510,508,788,1059
task_kam2_gh108416,2378,819,427,965,814,515,509,791,956
task_kam2_gh108416,2379,815,430,967,814,517,527,797,977
task_kam2_gh108416,2380,813,432,968,814,522,505,803,982
task_kam2_gh108416,2382,818,433,990,816,541,499,810,979
task_kam2_gh108416,2383,823,416,1006,816,549,490,821,957
task_kam2_gh108416,2384,828,385,1011,814,562,478,814,1074
task_kam2_gh108416,2390,856,386,1035,786,633,474,800,1080
task_kam2_gh108416,2592,646,413,773,774,1462,537,1803,1079
task_kam2_gh108416,2762,561,499,845,781,838,397,1156,816
task_kam2_gh108416,2831,707,459,835,899,967,414,1336,851
task_kam2_gh108416,2839,685,470,827,903,1043,408,1376,1080
task_kam2_gh108416,2848,670,472,810,856,1101,396,1439,1079
task_kam2_gh108416,2874,491,430,731,1056,714,469,903,1053
task_kam2_gh108416,2875,586,490,926,1077,491,432,738,1049
task_kam2_gh108416,3132,580,430,755,834,1143,399,1390,1080
task_kam2_gh108416,3133,583,429,754,832,1160,399,1393,1078
task_kam2_gh108416,3134,586,434,761,834,1167,399,1396,1076
task_kam2_gh108416,3135,596,435,763,832,1171,398,1398,1076
task_kam2_gh108416,3136,595,447,764,831,1174,398,1399,1075
task_kam2_gh108416,3185,471,495,731,839,1227,393,1439,1069
task_kam2_gh108416,3186,473,524,728,826,1229,395,1437,950
task_kam2_gh108416,3711,1142,483,1508,1069,947,491,1227,1076
task_kam2_gh108416,3713,891,502,1273,1074,1130,508,1550,997
task_kam2_gh108416,3714,895,506,1191,1077,1169,491,1560,1044
task_kam2_gh108416,3715,906,501,1197,1078,1163,490,1565,1054
task_kam2_gh108416,3716,909,499,1202,1079,1163,478,1568,1080
task_kam2_gh108416,3717,1141,486,1593,1074,898,490,1205,1080
task_kam2_gh108416,3722,924,482,1185,832,1157,521,1587,914
task_kam2_gh108416,4042,1025,413,1232,942,1123,451,1375,950
task_kam2_gh108416,4043,1031,411,1228,948,1125,449,1372,954
task_kam2_gh108416,4044,1028,414,1232,947,1123,448,1376,966
task_kam2_gh108416,4045,1030,415,1231,945,1123,448,1372,970
task_kam2_gh108416,4046,1034,418,1247,958,1120,454,1371,974
task_kam2_gh108416,4047,1036,421,1249,958,1121,440,1368,984
task_kam2_gh108416,4048,1126,443,1370,984,1040,421,1239,955
task_kam2_gh108416,4231,460,455,732,831,725,394,933,808
task_kam2_gh108416,4232,526,450,727,809,723,400,933,807
task_kam2_gh108416,4233,500,435,733,816,734,421,922,806
task_kam2_gh108416,4234,465,426,736,817,734,422,886,804
task_kam2_gh108416,4235,727,425,860,804,468,428,740,817
task_kam2_gh108416,4356,654,437,806,980,777,440,920,807
task_kam2_gh108416,4357,634,429,808,978,783,447,917,807
task_kam2_gh108416,4358,627,430,804,977,771,447,915,809
task_kam2_gh108416,4359,624,428,785,983,764,455,915,812
task_kam2_gh108416,4360,617,435,792,985,759,454,914,814
task_kam2_gh108416,4361,604,433,795,1011,761,451,913,814
task_kam2_gh108416,4362,598,424,786,1023,753,448,910,814
task_kam2_gh108416,4363,589,429,775,1028,744,445,907,814
task_kam2_gh108416,4365,730,439,899,866,573,432,763,1080
task_kam2_gh108416,4370,684,459,882,828,518,428,737,1059
task_kam2_gh108416,4371,703,465,883,826,510,431,730,1044
task_kam2_gh108416,4373,703,467,886,823,463,442,671,883
task_kam2_gh108416,4539,785,384,912,715,787,385,918,714
task_kam2_gh108416,4543,786,381,932,698,797,376,936,695
task_kam2_gh108416,4569,890,382,1042,660,893,387,1044,655
task_kam2_gh108416,4570,892,403,1045,660,893,408,1047,652
task_kam2_gh108416,4571,892,386,1047,658,895,394,1049,651
task_kam2_gh108416,4713,929,446,1141,1058,926,445,1145,868
task_kam2_gh108416,4738,1176,423,1355,827,1325,429,1451,829
task_kam2_gh108416,4743,1193,403,1355,808,1329,452,1475,823
task_kam2_gh108416,4744,1203,407,1351,802,1329,462,1474,819
task_kam2_gh108416,4746,1203,403,1334,793,1326,445,1468,821
task_kam2_gh108416,4749,1204,402,1332,782,1352,545,1466,825
task_kam2_gh108416,4750,1201,397,1333,776,1354,535,1460,823
task_kam2_gh108416,5081,974,396,1134,715,978,391,1133,713
task_kam2_gh108416,5099,1027,429,1183,713,915,413,1058,718
task_kam2_gh108416,5100,1030,426,1187,711,912,390,1052,718
task_kam2_gh108416,5101,1028,410,1187,711,908,386,1059,724
task_kam2_gh108416,5102,1031,418,1188,707,909,383,1054,712
task_kam2_gh108416,5103,1020,412,1189,706,906,388,1045,731
task_kam2_gh108416,5104,1041,419,1188,701,908,391,1036,733
task_kam2_gh108416,5105,1042,427,1190,704,905,406,1039,750
task_kam2_gh108416,5129,855,416,989,752,1048,423,1183,709
task_kam2_gh108416,5131,1051,423,1180,703,843,408,993,747
task_kam2_gh108416,5248,918,426,1036,727,1013,394,1140,698
task_kam2_gh108416,5249,920,426,1037,728,1012,393,1140,697
task_kam2_gh108416,5250,919,429,1033,728,1016,393,1140,696
task_kam2_gh108416,5256,907,437,1017,718,1027,389,1141,702
task_kam2_gh108416,5257,905,440,1016,719,1008,386,1144,703
task_kam2_gh108416,5258,902,440,1014,720,1013,389,1144,700
task_kam2_gh108416,5259,901,442,1012,724,1029,387,1146,698
task_kam2_gh108416,5275,1032,389,1181,689,881,414,992,704
task_kam2_gh108416,5276,1030,388,1184,692,879,417,991,708
task_kam2_gh108416,5277,1030,387,1188,692,877,422,993,708
task_kam2_gh108416,5278,1028,389,1199,693,877,420,988,709
task_kam2_gh108416,5279,872,425,982,706,1023,388,1201,692
task_kam2_gh108416,5371,1059,397,1257,761,856,463,1076,733
task_kam2_gh108416,5372,1056,396,1257,765,867,471,1088,734
task_kam2_gh108416,5373,1059,397,1254,767,877,475,1081,741
task_kam2_gh108416,5374,1054,396,1253,768,890,477,1082,745
task_kam2_gh108416,5375,1057,399,1250,766,900,481,1097,748
task_kam2_gh108416,5376,1059,398,1247,766,900,497,1092,746
task_kam2_gh108416,5384,1053,431,1246,764,896,503,1087,743
task_kam2_gh108416,5386,1049,434,1247,762,899,501,1099,743
task_kam2_gh108416,5545,616,456,816,979,773,454,947,810
task_kam2_gh108416,5546,609,442,821,979,774,452,946,806
task_kam2_gh108416,5547,605,445,821,983,781,481,948,811
task_kam2_gh108416,5548,599,443,814,986,781,486,947,812
task_kam2_gh108416,5549,584,443,803,986,782,475,944,807
task_kam2_gh108416,5550,788,476,945,798,558,435,769,977
task_kam2_gh108416,5559,825,465,966,808,485,424,763,1075
task_kam2_gh108416,5622,698,405,958,832,445,420,660,846
task_kam2_gh108416,5626,691,475,894,828,1284,391,1476,1031
task_kam2_gh108416,5627,687,479,878,824,1283,391,1474,1030
task_kam2_gh108416,5628,680,483,863,817,1284,390,1470,1016
task_kam2_gh108416,5629,673,477,855,826,1282,390,1471,1026
task_kam2_gh108416,5649,1222,392,1419,1014,574,489,846,888
task_kam2_gh108416,5659,624,457,854,820,434,428,685,844
task_kam2_gh108416,5662,636,465,847,822,424,425,669,833
task_kam2_gh108416,5663,636,468,847,831,427,420,670,823
task_kam2_gh108416,5664,632,472,839,827,422,411,671,816
task_kam2_gh108416,6127,862,479,1020,808,865,404,1016,805
task_kam2_gh108416,6128,859,487,1017,807,863,410,1014,803
task_kam2_gh108416,6151,862,451,993,800,939,398,1065,716
task_kam2_gh108416,6152,866,443,1000,795,940,389,1064,716
task_kam2_gh108416,6153,945,383,1066,711,870,421,1000,791
task_kam2_gh108416,6270,1008,415,1170,770,827,416,967,776
task_kam2_gh108416,6272,1000,407,1168,771,826,421,975,777
task_kam2_gh108416,6274,1009,408,1162,772,819,419,972,773
task_kam2_gh108416,6275,815,418,971,765,1007,409,1162,773
task_kam2_gh108416,6276,1009,410,1162,775,811,420,968,760
task_kam2_gh108416,6277,812,421,973,761,1008,413,1161,774
task_kam2_gh108416,6278,1006,413,1161,774,816,423,979,761
task_kam2_gh108416,6279,1004,413,1163,774,811,424,987,759
task_kam2_gh108416,6281,813,427,993,759,997,416,1163,773
task_kam2_gh108416,6282,814,430,997,760,997,416,1163,774
task_kam2_gh108416,6295,996,384,1125,773,812,454,993,759
task_kam2_gh108416,6296,993,388,1127,771,813,454,995,759
task_kam2_gh108416,6297,992,390,1130,774,814,448,997,758
task_kam2_gh108416,6298,996,391,1129,776,816,445,1000,758
task_kam2_gh108416,6299,1002,390,1134,775,814,431,1000,758
task_kam2_gh108416,6300,1000,388,1139,772,817,424,998,758
task_kam2_gh108416,6305,992,384,1190,771,822,425,1008,764
task_kam2_gh108416,6307,994,385,1198,770,824,423,1003,765
task_kam2_gh108416,6308,993,385,1201,770,824,423,1002,764
task_kam2_gh108416,6309,996,385,1204,771,827,426,1004,764
task_kam2_gh108416,6310,996,390,1206,775,827,426,1008,764
task_kam2_gh108416,6311,1001,393,1206,777,826,424,1006,765
task_kam2_gh108416,6408,967,414,1249,828,848,519,1048,748
task_kam2_gh108416,6409,973,411,1257,828,849,511,1054,748
task_kam2_gh108416,6410,971,411,1267,829,853,508,1062,773
task_kam2_gh108416,6412,985,395,1282,860,869,524,1067,773
task_kam2_gh108416,6413,989,395,1283,888,872,520,1067,781
task_kam2_gh108416,6460,1045,397,1340,828,1352,376,1556,750
task_kam2_gh108416,6461,1047,381,1345,834,1356,382,1548,981
task_kam2_gh108416,6480,1140,433,1399,867,1425,411,1669,716
task_kam2_gh108416,6481,1140,439,1403,869,1408,419,1652,735
task_kam2_gh108416,6633,754,365,1121,1078,753,362,1094,905
task_kam2_gh108416,6634,764,386,1114,1080,766,352,1089,839
task_kam2_gh108416,6647,761,467,1153,1080,757,465,1155,840
task_kam2_gh108416,6651,761,464,1053,811,766,460,1148,1080
task_kam2_gh108416,6652,756,465,1169,1080,752,459,1046,812
task_kam2_gh108416,6653,754,466,1175,1080,752,458,1036,812
task_kam2_gh108416,6654,750,467,1171,1080,746,457,1026,813
task_kam2_gh108416,6655,757,471,1170,1080,752,472,1028,813
task_kam2_gh108416,6678,951,464,1255,1055,803,429,1086,822
task_kam2_gh108416,6679,803,443,1083,823,944,465,1254,1080
task_kam2_gh108416,6680,806,448,1085,829,981,476,1257,1080
task_kam2_gh108416,6683,832,452,1305,1080,811,432,1250,854
task_kam2_gh108416,6686,974,522,1362,1068,819,453,1054,838
task_kam2_gh108416,6782,772,474,1158,1073,875,424,1156,1050
task_kam2_gh108416,6783,770,472,1123,1075,877,422,1132,1049
task_kam2_gh108416,6864,895,421,1137,843,611,607,941,1078
task_kam2_gh108416,6865,906,421,1147,834,620,574,973,1078
task_kam4_gh089681,22,891,393,1176,865,1219,380,1440,877
task_kam4_gh089681,24,895,394,1187,867,1219,379,1437,877
task_kam4_gh089681,25,897,398,1199,867,1221,379,1436,878
task_kam4_gh089681,49,1276,367,1442,871,908,406,1222,865
task_kam4_gh089681,50,908,412,1215,866,1285,369,1446,871
task_kam4_gh089681,51,1293,370,1447,869,908,413,1214,865
task_kam4_gh089681,52,1295,370,1453,872,911,410,1211,865
task_kam4_gh089681,53,1296,369,1457,876,916,408,1210,865
task_kam4_gh089681,54,1297,369,1465,875,922,404,1211,858
task_kam4_gh089681,55,1295,370,1472,871,930,404,1214,857
task_kam4_gh089681,56,1292,371,1481,870,934,403,1214,849
task_kam4_gh089681,57,1285,366,1493,869,938,402,1232,840
task_kam4_gh089681,58,1284,368,1501,868,948,400,1216,836
task_kam4_gh089681,59,1274,369,1508,866,965,386,1225,836
task_kam4_gh089681,62,1264,379,1527,861,943,390,1209,859
task_kam4_gh089681,63,941,389,1208,864,1266,382,1529,859
task_kam4_gh089681,64,941,390,1203,863,1262,389,1528,860
task_kam4_gh089681,65,944,389,1202,867,1264,392,1528,855
task_kam4_gh089681,83,1049,429,1295,878,1233,400,1389,885
task_kam4_gh089681,84,1051,453,1298,879,1228,397,1387,883
task_kam4_gh089681,85,1046,456,1295,878,1230,399,1388,883
task_kam4_gh089681,86,1043,439,1305,876,1212,403,1387,880
task_kam4_gh089681,87,1040,412,1312,868,1205,396,1449,883
task_kam4_gh089681,89,1039,381,1319,870,1198,392,1449,872
task_kam4_gh089681,162,790,396,991,957,593,405,800,1019
task_kam4_gh089681,166,801,420,953,884,549,386,764,992
task_kam4_gh089681,169,511,387,765,941,802,428,973,868
task_kam4_gh089681,170,504,382,756,947,807,442,974,870
task_kam4_gh089681,171,506,393,759,961,809,448,972,871
task_kam4_gh089681,214,665,406,1000,899,460,447,733,905
task_kam4_gh089681,219,658,414,957,905,410,406,733,913
task_kam4_gh089681,221,663,416,941,927,408,422,734,918
task_kam4_gh089681,222,668,413,939,915,404,429,728,916
task_kam4_gh089681,223,667,413,935,909,406,423,727,917
task_kam4_gh089681,224,667,409,935,914,406,425,720,921
task_kam4_gh089681,225,667,414,940,919,403,424,717,925
task_kam4_gh089681,239,397,399,646,914,662,411,971,1015
task_kam4_gh089681,240,399,402,645,914,660,411,972,938
task_kam4_gh089681,241,395,401,646,912,660,407,970,913
task_kam4_gh089681,242,390,397,649,916,661,404,968,927
task_kam4_gh089681,275,683,401,980,897,456,422,753,897
task_kam4_gh089681,293,681,416,989,1019,599,463,796,893
task_kam4_gh089681,294,680,412,986,953,606,491,788,897
task_kam4_gh089681,295,669,416,995,1039,600,445,817,898
task_kam4_gh089681,495,796,425,1117,1075,797,413,1019,1071
task_kam4_gh089681,529,818,453,1190,1076,1436,389,1690,958
task_kam4_gh089681,544,810,444,1209,1079,1418,392,1701,993
task_kam4_gh089681,545,810,441,1203,1076,1416,390,1705,982
task_kam4_gh089681,546,811,436,1192,1080,1420,392,1705,992
task_kam4_gh089681,547,817,427,1187,968,1421,392,1704,855
task_kam4_gh089681,848,764,412,1019,808,1684,390,1777,555
task_kam4_gh089681,849,765,416,1016,809,1682,390,1776,555
task_kam4_gh089681,850,765,407,1022,809,1681,389,1777,554
task_kam4_gh089681,1092,732,394,940,823,1658,390,1776,584
task_kam4_gh089681,1093,738,393,941,825,1658,390,1775,583
task_kam4_gh089681,1157,548,399,760,860,752,397,929,862
task_kam4_gh089681,1336,585,403,797,995,828,408,962,871
task_kam4_gh089681,1337,585,405,797,995,822,415,966,867
task_kam4_gh089681,1338,586,406,799,996,818,414,981,865
task_kam4_gh089681,1638,646,403,795,796,1312,395,1394,571
task_kam4_gh089681,1639,646,409,789,794,1312,396,1395,571
task_kam4_gh089681,1640,648,408,802,794,1312,395,1395,571
task_kam4_gh089681,1641,649,425,805,792,1311,395,1395,571
task_kam4_gh089681,1642,650,413,810,788,1311,396,1395,571
task_kam4_gh089681,1643,651,414,818,787,1311,395,1395,571
task_kam4_gh089681,1767,844,395,1009,779,1685,390,1779,580
task_kam4_gh089681,1769,881,387,1013,779,1685,391,1780,558
task_kam4_gh089681,2041,910,401,1054,811,1622,391,1766,606
task_kam4_gh089681,2042,908,402,1051,812,1621,391,1765,596
task_kam4_gh089681,2043,914,400,1048,809,1619,388,1771,612
task_kam4_gh089681,2044,914,399,1045,801,1619,389,1768,595
task_kam4_gh089681,2123,610,431,860,1077,1313,395,1395,564
task_kam4_gh089681,2125,596,444,856,1075,1312,396,1394,567
task_kam4_gh089681,2126,591,458,845,1079,1313,395,1394,567
task_kam4_gh089681,2676,919,406,1184,904,1632,371,1720,624
task_kam4_gh089681,2678,902,405,1170,864,1630,372,1720,622
task_kam4_gh089681,2681,887,407,1155,868,1630,371,1718,626
task_kam4_gh089681,2736,1140,413,1319,877,925,402,1168,873
task_kam4_gh089681,2737,927,404,1154,871,1135,412,1316,879
task_kam4_gh089681,2738,930,403,1163,872,1149,412,1318,878
task_kam4_gh089681,2739,930,401,1168,872,1153,409,1325,875
task_kam4_gh089681,2740,929,401,1177,873,1150,415,1325,872
task_kam4_gh089681,2742,928,398,1170,875,1153,415,1329,873
task_kam4_gh089681,2743,1150,411,1333,873,930,396,1213,875
task_kam4_gh089681,2744,1152,412,1338,871,942,388,1179,868
task_kam4_gh089681,2745,1157,412,1340,871,939,397,1170,872
task_kam4_gh089681,2746,1161,414,1338,870,945,401,1160,871
task_kam4_gh089681,2764,1186,410,1377,872,984,414,1220,875
task_kam4_gh089681,2765,1186,411,1376,872,984,419,1226,876
task_kam4_gh089681,2766,1186,408,1341,873,1010,416,1236,875
task_kam4_gh089681,2767,1186,406,1340,869,1033,417,1248,874
task_kam4_gh089681,2768,1189,409,1343,870,1040,417,1246,880
task_kam4_gh089681,2769,1191,401,1346,868,1064,419,1250,956
task_kam4_gh089681,2786,1069,409,1313,874,1297,448,1484,943
task_kam4_gh089681,2867,1117,396,1320,852,978,393,1165,752
task_kam4_gh089681,2868,1112,402,1308,847,961,397,1126,718
task_kam4_gh089681,2869,1102,409,1307,843,960,392,1143,738
task_kam4_gh089681,3470,781,431,1043,917,986,485,1181,868
task_kam4_gh089681,3471,984,493,1160,871,782,444,1045,933
task_kam4_gh089681,3472,784,455,1044,931,980,496,1151,871
task_kam4_gh089681,3473,784,454,1035,927,970,502,1149,869
task_kam4_gh089681,3474,784,456,1027,906,963,501,1145,871
task_kam4_gh089681,3475,784,460,1055,893,961,522,1138,853
task_kam4_gh089681,3476,786,464,1058,884,972,526,1140,850
task_kam4_gh089681,3477,785,436,1067,893,975,527,1139,854
task_kam4_gh089681,3480,783,415,1069,876,959,504,1144,853
task_kam4_gh089681,3481,786,394,1059,914,968,496,1192,859
task_kam4_gh089681,3498,999,448,1198,851,785,390,1078,866
task_kam4_gh089681,3499,995,450,1198,849,790,388,1078,865
task_kam4_gh089681,3551,854,401,1014,744,930,434,1068,861
task_kam4_gh089681,3553,930,431,1072,837,811,396,1008,753
task_kam4_gh089681,3570,836,385,1092,781,766,451,936,738
task_kam4_gh089681,3571,813,386,1092,780,771,472,899,736
task_kam4_gh089681,3573,809,416,1093,784,774,449,888,742
task_kam4_gh089681,3575,809,411,1059,784,771,455,881,733
task_kam4_gh089681,3576,811,407,1055,788,766,462,880,737
task_kam4_gh089681,3649,762,428,900,839,862,422,975,743
task_kam4_gh089681,3650,762,432,907,832,856,436,977,743
task_kam4_gh089681,3651,764,435,906,829,833,443,980,745
task_kam4_gh089681,3681,976,402,1162,754,757,434,989,832
task_kam4_gh089681,3682,980,404,1165,762,761,434,993,835
task_kam4_gh089681,3683,765,436,991,833,993,405,1167,766
task_kam4_gh089681,3684,1001,404,1167,767,770,437,993,829
task_kam4_gh089681,3685,1007,405,1169,769,780,432,987,828
task_kam4_gh089681,3686,1007,404,1165,769,786,431,984,820
task_kam4_gh089681,3687,1026,413,1166,766,793,435,992,818
task_kam4_gh089681,3874,825,407,1098,869,1249,517,1573,885
task_kam4_gh089681,3875,819,409,1094,867,1256,525,1580,884
task_kam4_gh089681,3876,818,408,1090,870,1268,527,1606,876
task_kam4_gh089681,3879,1297,541,1641,890,806,408,1081,869
task_kam4_gh089681,3880,1303,536,1636,882,802,407,1078,868
task_kam4_gh089681,3881,1313,533,1624,877,798,408,1076,869
task_kam4_gh089681,3896,687,407,992,1073,1400,492,1597,846
task_kam4_gh089681,3913,1349,432,1691,922,625,414,858,1073
task_kam4_gh089681,3914,1352,430,1671,925,621,414,853,1072
task_kam4_gh089681,3915,1357,428,1666,937,619,413,849,1072
task_kam4_gh089681,3916,1355,435,1654,946,617,415,845,1072
task_kam4_gh089681,3917,1351,442,1648,956,615,413,847,1072
task_kam4_gh089681,3919,1346,449,1621,973,610,415,847,1072
task_kam4_gh089681,4075,953,417,1466,1080,1123,412,1461,1075
task_kam4_gh089681,4180,1236,446,1540,888,789,417,1244,1077
task_kam4_gh089681,4183,1238,415,1536,894,787,417,1245,1080
task_kam4_gh089681,4184,1232,451,1527,889,786,426,1248,1079
task_kam4_gh089681,4215,989,441,1346,868,881,405,1048,835
task_kam4_gh089681,4216,975,409,1344,866,878,416,1045,842
task_kam4_gh089681,4217,958,406,1340,864,883,422,1038,848
task_kam4_gh089681,4218,955,406,1340,864,876,418,1035,847
task_kam4_gh089681,4230,959,447,1283,887,549,422,984,1074
task_kam4_gh089681,4231,958,455,1275,886,549,424,957,1077
task_kam4_gh089681,4458,1070,408,1364,956,1245,447,1669,1074
task_kam4_gh089681,4461,1084,396,1320,941,1418,458,1647,1066
task_kam4_gh089681,4465,1100,442,1322,954,1417,470,1640,1058
task_kam4_gh089681,4466,1102,449,1315,951,1414,469,1640,1056
task_kam4_gh089681,4467,1102,455,1302,942,1415,469,1637,1056
task_kam4_gh089681,4486,1148,419,1414,948,1422,393,1624,986
task_kam4_gh089681,4487,1165,424,1416,933,1420,393,1624,990
task_kam4_gh089681,4490,1221,435,1436,917,1431,402,1636,927
task_kam4_gh089681,4496,1264,450,1451,953,1458,426,1633,899
task_kam4_gh089681,4503,1290,452,1484,952,1439,433,1642,901
task_kam4_gh089681,4504,1293,451,1485,951,1440,436,1641,901
task_kam4_gh089681,4505,1296,446,1479,950,1439,434,1641,903
task_kam4_gh089681,4506,1296,442,1456,949,1439,439,1639,913
task_kam4_gh089681,4507,1299,441,1446,948,1437,440,1636,901
task_kam4_gh089681,4508,1302,439,1447,948,1426,439,1625,874
task_kam4_gh089681,4509,1303,435,1448,947,1422,432,1624,873
task_kam4_gh089681,4510,1305,436,1458,946,1422,423,1573,757
task_kam4_gh089681,4519,1308,403,1464,924,1319,395,1527,805
task_kam4_gh089681,4520,1311,408,1471,919,1336,408,1518,799
task_kam4_gh089681,4521,1311,406,1472,910,1337,410,1519,813
task_kam4_gh089681,4625,979,422,1206,810,928,427,1041,728
